5076,56,150,63,-7,952,-305,-299,-2145,-2,20,-4,0,0,0,0,63,10,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,59,39,-17,21,1007,-671,-726,-2145,0,1,-4,0,0,0,0,56,1,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,105,126,-37,-47,1038,-183,1470,2798,-14,10,-2,0,0,0,0,74,-25,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,-35,-73,34,18,988,-244,-726,-4647,8,4,-2,0,1,0,0,36,77,-1600,0,1154,1150,1150,1150,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5276,82,11,-29,-21,1010,609,921,4263,-5,-2,-4,0,0,115,438,45,-91,-1344,135,1150,1150,1150,1150,0,0,0,0,0,0,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5326,-140,28,44,-28,967,121,-54,-1596,13,10,-2,0,0,161,859,68,-7,-956,859,1150,1150,1150,1150,0,0,0,0,0,0,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5376,-4,-131,7,28,1028,792,-970,173,7,-10,-4,0,0,162,870,44,-10,-948,881,1150,1158,1150,1150,0,0,0,0,0,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5426,-140,211,8,-42,1024,-916,1470,2798,7,22,-4,0,0,200,1326,96,66,-800,1326,1150,1150,1160,1221,0,0,0,0,0,0,0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5476,47,14,-5,65,1036,60,-1214,-863,2,4,-2,0,0,231,1769,96,-15,-716,1619,1190,1201,1164,1150,0,0,0,0,0,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5526,-55,247,-16,-29,1087,-427,433,1821,5,20,-2,0,0,229,1739,77,67,-684,1739,1150,1150,1184,1251,0,0,0,0,0,0,0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,-92,-153,51,-4,963,-977,-2313,-70,7,-10,-4,0,0,230,1754,70,94,-680,1754,1187,1167,1191,1173,0,0,0,0,0,0,0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
